county_name,fips_code,metro_2023,dependence_label,distress_count
"Whitley County, Indiana",18183,True,Manufacturing,0
"Adair County, Iowa",19001,False,Farming,1
"Adams County, Iowa",19003,False,Farming,1
"Allamakee County, Iowa",19005,False,Farming,1
"Appanoose County, Iowa",19007,False,Manufacturing,1
"Audubon County, Iowa",19009,False,Farming,1
"Benton County, Iowa",19011,True,Manufacturing,0
"Black Hawk County, Iowa",19013,True,Manufacturing,0
"Boone County, Iowa",19015,True,None (nonspecialized),0
"Bremer County, Iowa",19017,True,None (nonspecialized),0
"Buchanan County, Iowa",19019,False,Manufacturing,1
"Buena Vista County, Iowa",19021,False,Manufacturing,0
"Butler County, Iowa",19023,False,Farming,1
"Calhoun County, Iowa",19025,False,Farming,0
"Carroll County, Iowa",19027,False,None (nonspecialized),1
"Cass County, Iowa",19029,False,None (nonspecialized),1
"Cedar County, Iowa",19031,False,None (nonspecialized),0
"Cerro Gordo County, Iowa",19033,False,None (nonspecialized),1
"Cherokee County, Iowa",19035,False,Manufacturing,1
"Chickasaw County, Iowa",19037,False,Manufacturing,1
"Clarke County, Iowa",19039,False,Manufacturing,0
"Clay County, Iowa",19041,False,None (nonspecialized),1
"Clayton County, Iowa",19043,False,Farming,1
"Clinton County, Iowa",19045,False,Manufacturing,1
"Crawford County, Iowa",19047,False,Manufacturing,0
"Dallas County, Iowa",19049,True,None (nonspecialized),1
"Davis County, Iowa",19051,False,None (nonspecialized),0
"Decatur County, Iowa",19053,False,None (nonspecialized),1
"Delaware County, Iowa",19055,False,Manufacturing,1
"Des Moines County, Iowa",19057,False,Manufacturing,1
"Dickinson County, Iowa",19059,False,Recreation,0
"Dubuque County, Iowa",19061,True,Manufacturing,0
"Emmet County, Iowa",19063,False,None (nonspecialized),1
"Fayette County, Iowa",19065,False,None (nonspecialized),1
"Floyd County, Iowa",19067,False,Manufacturing,1
"Franklin County, Iowa",19069,False,Farming,1
"Fremont County, Iowa",19071,False,Manufacturing,1
"Greene County, Iowa",19073,False,Manufacturing,1
"Grundy County, Iowa",19075,True,None (nonspecialized),0
"Guthrie County, Iowa",19077,True,Farming,1
"Hamilton County, Iowa",19079,False,Farming,1
"Hancock County, Iowa",19081,False,Manufacturing,1
"Hardin County, Iowa",19083,False,None (nonspecialized),1
"Harrison County, Iowa",19085,True,None (nonspecialized),1
"Henry County, Iowa",19087,False,Manufacturing,0
"Howard County, Iowa",19089,False,Manufacturing,1
"Humboldt County, Iowa",19091,False,Manufacturing,1
"Ida County, Iowa",19093,False,Manufacturing,1
"Iowa County, Iowa",19095,False,Manufacturing,0
"Jackson County, Iowa",19097,False,None (nonspecialized),1
"Jasper County, Iowa",19099,True,None (nonspecialized),0
"Jefferson County, Iowa",19101,False,None (nonspecialized),0
"Johnson County, Iowa",19103,True,Government,1
"Jones County, Iowa",19105,True,None (nonspecialized),0
"Keokuk County, Iowa",19107,False,Farming,1
"Kossuth County, Iowa",19109,False,Farming,1
"Lee County, Iowa",19111,False,Manufacturing,1
"Linn County, Iowa",19113,True,None (nonspecialized),0
"Louisa County, Iowa",19115,False,Manufacturing,1
"Lucas County, Iowa",19117,False,None (nonspecialized),1
"Lyon County, Iowa",19119,False,Farming,0
"Madison County, Iowa",19121,True,None (nonspecialized),0
"Mahaska County, Iowa",19123,False,Manufacturing,0
"Marion County, Iowa",19125,False,Manufacturing,0
"Marshall County, Iowa",19127,False,Manufacturing,0
"Mills County, Iowa",19129,True,None (nonspecialized),0
"Mitchell County, Iowa",19131,False,Manufacturing,1
"Monona County, Iowa",19133,False,Farming,1
"Monroe County, Iowa",19135,False,Manufacturing,1
"Montgomery County, Iowa",19137,False,None (nonspecialized),1
"Muscatine County, Iowa",19139,False,Manufacturing,0
"O'Brien County, Iowa",19141,False,None (nonspecialized),1
"Osceola County, Iowa",19143,False,Farming,1
"Page County, Iowa",19145,False,None (nonspecialized),1
"Palo Alto County, Iowa",19147,False,Farming,1
"Plymouth County, Iowa",19149,False,Manufacturing,0
"Pocahontas County, Iowa",19151,False,Farming,1
"Polk County, Iowa",19153,True,None (nonspecialized),0
"Pottawattamie County, Iowa",19155,True,None (nonspecialized),0
"Poweshiek County, Iowa",19157,False,None (nonspecialized),0
"Ringgold County, Iowa",19159,False,Farming,1
"Sac County, Iowa",19161,False,Farming,1
"Scott County, Iowa",19163,True,None (nonspecialized),0
"Shelby County, Iowa",19165,False,None (nonspecialized),1
"Sioux County, Iowa",19167,False,Manufacturing,0
"Story County, Iowa",19169,True,Government,1
"Tama County, Iowa",19171,False,Manufacturing,1
"Taylor County, Iowa",19173,False,Farming,1
"Union County, Iowa",19175,False,Manufacturing,0
"Van Buren County, Iowa",19177,False,Manufacturing,1
"Wapello County, Iowa",19179,False,Manufacturing,1
"Warren County, Iowa",19181,True,None (nonspecialized),0
"Washington County, Iowa",19183,True,None (nonspecialized),0
"Wayne County, Iowa",19185,False,Manufacturing,0
"Webster County, Iowa",19187,False,None (nonspecialized),1
"Winnebago County, Iowa",19189,False,None (nonspecialized),1
"Winneshiek County, Iowa",19191,False,None (nonspecialized),1
"Woodbury County, Iowa",19193,True,None (nonspecialized),0
"Worth County, Iowa",19195,False,Farming,1
"Wright County, Iowa",19197,False,Manufacturing,1
"Allen County, Kansas",20001,False,Manufacturing,1
"Anderson County, Kansas",20003,False,None (nonspecialized),1
"Atchison County, Kansas",20005,False,None (nonspecialized),0
"Barber County, Kansas",20007,False,Mining,1
"Barton County, Kansas",20009,False,None (nonspecialized),1
"Bourbon County, Kansas",20011,False,Manufacturing,1
"Brown County, Kansas",20013,False,Manufacturing,1
"Butler County, Kansas",20015,True,None (nonspecialized),0
"Chase County, Kansas",20017,False,None (nonspecialized),1
"Chautauqua County, Kansas",20019,False,None (nonspecialized),1
"Cherokee County, Kansas",20021,True,Manufacturing,1
"Cheyenne County, Kansas",20023,False,Farming,1
"Clark County, Kansas",20025,False,Farming,1
"Clay County, Kansas",20027,False,None (nonspecialized),2
"Cloud County, Kansas",20029,False,None (nonspecialized),1
"Coffey County, Kansas",20031,False,None (nonspecialized),1
"Comanche County, Kansas",20033,False,None (nonspecialized),1
"Cowley County, Kansas",20035,False,Manufacturing,0
"Crawford County, Kansas",20037,False,None (nonspecialized),0
"Decatur County, Kansas",20039,False,Farming,1
"Dickinson County, Kansas",20041,False,Manufacturing,0
"Doniphan County, Kansas",20043,True,None (nonspecialized),1
"Douglas County, Kansas",20045,True,Government,1
"Edwards County, Kansas",20047,False,Farming,1
"Elk County, Kansas",20049,False,None (nonspecialized),1
"Ellis County, Kansas",20051,False,None (nonspecialized),1
"Ellsworth County, Kansas",20053,False,None (nonspecialized),2
"Finney County, Kansas",20055,False,Manufacturing,1
"Ford County, Kansas",20057,False,Manufacturing,0
"Franklin County, Kansas",20059,False,None (nonspecialized),0
"Geary County, Kansas",20061,True,None (nonspecialized),2
"Gove County, Kansas",20063,False,None (nonspecialized),0
"Graham County, Kansas",20065,False,Farming,1
"Grant County, Kansas",20067,False,None (nonspecialized),1
"Gray County, Kansas",20069,False,Farming,0
"Greeley County, Kansas",20071,False,Farming,0
"Greenwood County, Kansas",20073,False,None (nonspecialized),1
"Hamilton County, Kansas",20075,False,Farming,1
"Harper County, Kansas",20077,False,Manufacturing,1
"Harvey County, Kansas",20079,True,Manufacturing,0
"Haskell County, Kansas",20081,False,Farming,1
"Hodgeman County, Kansas",20083,False,Farming,1
"Jackson County, Kansas",20085,True,None (nonspecialized),0
"Jefferson County, Kansas",20087,True,None (nonspecialized),0
"Jewell County, Kansas",20089,False,Farming,1
"Johnson County, Kansas",20091,True,None (nonspecialized),0
"Kearny County, Kansas",20093,False,Farming,1
"Kingman County, Kansas",20095,False,None (nonspecialized),1
"Kiowa County, Kansas",20097,False,Farming,1
"Labette County, Kansas",20099,False,Manufacturing,1
"Lane County, Kansas",20101,False,Farming,1
"Leavenworth County, Kansas",20103,True,Government,0
"Lincoln County, Kansas",20105,False,Farming,1
"Linn County, Kansas",20107,True,None (nonspecialized),0
"Logan County, Kansas",20109,False,None (nonspecialized),0
"Lyon County, Kansas",20111,False,Manufacturing,1
"McPherson County, Kansas",20113,False,Manufacturing,0
"Marion County, Kansas",20115,False,None (nonspecialized),1
"Marshall County, Kansas",20117,False,Manufacturing,1
"Meade County, Kansas",20119,False,Farming,1
"Miami County, Kansas",20121,True,None (nonspecialized),0
"Mitchell County, Kansas",20123,False,None (nonspecialized),1
"Montgomery County, Kansas",20125,False,Manufacturing,1
"Morris County, Kansas",20127,False,None (nonspecialized),1
"Morton County, Kansas",20129,False,Farming,1
"Nemaha County, Kansas",20131,False,Manufacturing,0
"Neosho County, Kansas",20133,False,Manufacturing,1
"Ness County, Kansas",20135,False,Mining,1
"Norton County, Kansas",20137,False,None (nonspecialized),2
"Osage County, Kansas",20139,True,None (nonspecialized),1
"Osborne County, Kansas",20141,False,None (nonspecialized),1
"Ottawa County, Kansas",20143,False,Farming,1
"Pawnee County, Kansas",20145,False,Government,2
"Phillips County, Kansas",20147,False,None (nonspecialized),1
"Pottawatomie County, Kansas",20149,True,Manufacturing,0
"Pratt County, Kansas",20151,False,None (nonspecialized),0
"Rawlins County, Kansas",20153,False,Farming,0
"Reno County, Kansas",20155,False,None (nonspecialized),1
"Republic County, Kansas",20157,False,Farming,1
"Rice County, Kansas",20159,False,None (nonspecialized),1
"Riley County, Kansas",20161,True,Government,2
"Rooks County, Kansas",20163,False,None (nonspecialized),1
"Rush County, Kansas",20165,False,Farming,1
"Russell County, Kansas",20167,False,Mining,1
"Saline County, Kansas",20169,False,None (nonspecialized),0
"Scott County, Kansas",20171,False,Farming,0
"Sedgwick County, Kansas",20173,True,Manufacturing,0
"Seward County, Kansas",20175,False,Manufacturing,1
"Shawnee County, Kansas",20177,True,None (nonspecialized),0
"Sheridan County, Kansas",20179,False,Farming,1
"Sherman County, Kansas",20181,False,None (nonspecialized),1
"Smith County, Kansas",20183,False,Farming,1
"Stafford County, Kansas",20185,False,Farming,1
"Stanton County, Kansas",20187,False,Farming,2
"Stevens County, Kansas",20189,False,Farming,0
"Sumner County, Kansas",20191,True,None (nonspecialized),1
"Thomas County, Kansas",20193,False,None (nonspecialized),0
"Trego County, Kansas",20195,False,Farming,1
"Wabaunsee County, Kansas",20197,True,None (nonspecialized),0
"Wallace County, Kansas",20199,False,Farming,0
"Washington County, Kansas",20201,False,Farming,1
"Wichita County, Kansas",20203,False,Farming,1
"Wilson County, Kansas",20205,False,Manufacturing,1
"Woodson County, Kansas",20207,False,None (nonspecialized),1
"Wyandotte County, Kansas",20209,True,None (nonspecialized),1
"Adair County, Kentucky",21001,False,None (nonspecialized),0
"Allen County, Kentucky",21003,True,Manufacturing,0
"Anderson County, Kentucky",21005,False,Manufacturing,0
"Ballard County, Kentucky",21007,True,Manufacturing,1
"Barren County, Kentucky",21009,False,None (nonspecialized),0
"Bath County, Kentucky",21011,False,None (nonspecialized),2
"Bell County, Kentucky",21013,False,None (nonspecialized),4
"Boone County, Kentucky",21015,True,None (nonspecialized),0
"Bourbon County, Kentucky",21017,True,Farming,1
"Boyd County, Kentucky",21019,True,None (nonspecialized),1
"Boyle County, Kentucky",21021,False,None (nonspecialized),0
"Bracken County, Kentucky",21023,True,None (nonspecialized),0
"Breathitt County, Kentucky",21025,False,None (nonspecialized),4
"Breckinridge County, Kentucky",21027,False,None (nonspecialized),0
"Bullitt County, Kentucky",21029,True,None (nonspecialized),0
"Butler County, Kentucky",21031,True,Manufacturing,2
"Caldwell County, Kentucky",21033,False,Manufacturing,1
"Calloway County, Kentucky",21035,False,None (nonspecialized),0
"Campbell County, Kentucky",21037,True,None (nonspecialized),0
"Carlisle County, Kentucky",21039,True,Farming,1
"Carroll County, Kentucky",21041,False,Manufacturing,1
"Carter County, Kentucky",21043,True,None (nonspecialized),1
"Casey County, Kentucky",21045,False,Manufacturing,3
"Christian County, Kentucky",21047,True,None (nonspecialized),2
"Clark County, Kentucky",21049,True,Manufacturing,0
"Clay County, Kentucky",21051,False,None (nonspecialized),4
"Clinton County, Kentucky",21053,False,Manufacturing,1
"Crittenden County, Kentucky",21055,False,Manufacturing,1
"Cumberland County, Kentucky",21057,False,None (nonspecialized),4
"Daviess County, Kentucky",21059,True,None (nonspecialized),0
"Edmonson County, Kentucky",21061,True,None (nonspecialized),1
"Elliott County, Kentucky",21063,False,Government,3
"Estill County, Kentucky",21065,False,None (nonspecialized),4
"Fayette County, Kentucky",21067,True,Government,1
"Fleming County, Kentucky",21069,False,None (nonspecialized),0
"Floyd County, Kentucky",21071,False,None (nonspecialized),4
"Franklin County, Kentucky",21073,False,Government,0
"Fulton County, Kentucky",21075,False,Manufacturing,5
"Gallatin County, Kentucky",21077,True,Manufacturing,1
"Garrard County, Kentucky",21079,False,None (nonspecialized),0
"Grant County, Kentucky",21081,True,None (nonspecialized),0
"Graves County, Kentucky",21083,False,None (nonspecialized),0
"Grayson County, Kentucky",21085,False,Manufacturing,1
"Green County, Kentucky",21087,False,Farming,1
"Greenup County, Kentucky",21089,True,None (nonspecialized),0
"Hancock County, Kentucky",21091,False,Manufacturing,0
"Hardin County, Kentucky",21093,True,None (nonspecialized),0
"Harlan County, Kentucky",21095,False,None (nonspecialized),3
"Harrison County, Kentucky",21097,False,Manufacturing,0
"Hart County, Kentucky",21099,False,Manufacturing,2
"Henderson County, Kentucky",21101,False,Manufacturing,0
"Henry County, Kentucky",21103,True,None (nonspecialized),2
"Hickman County, Kentucky",21105,False,Farming,1
"Hopkins County, Kentucky",21107,False,None (nonspecialized),0
"Jackson County, Kentucky",21109,False,None (nonspecialized),4
"Jefferson County, Kentucky",21111,True,None (nonspecialized),0
"Jessamine County, Kentucky",21113,True,None (nonspecialized),0
"Johnson County, Kentucky",21115,False,None (nonspecialized),2
"Kenton County, Kentucky",21117,True,None (nonspecialized),0
"Knott County, Kentucky",21119,False,None (nonspecialized),3
"Knox County, Kentucky",21121,False,None (nonspecialized),3
"Larue County, Kentucky",21123,True,None (nonspecialized),0
"Laurel County, Kentucky",21125,False,None (nonspecialized),1
"Lawrence County, Kentucky",21127,True,None (nonspecialized),3
"Lee County, Kentucky",21129,False,None (nonspecialized),4
"Leslie County, Kentucky",21131,False,None (nonspecialized),3
"Letcher County, Kentucky",21133,False,None (nonspecialized),3
"Lewis County, Kentucky",21135,False,None (nonspecialized),4
"Lincoln County, Kentucky",21137,False,None (nonspecialized),1
"Livingston County, Kentucky",21139,True,None (nonspecialized),1
"Logan County, Kentucky",21141,False,Manufacturing,0
"Lyon County, Kentucky",21143,False,Government,1
"McCracken County, Kentucky",21145,True,None (nonspecialized),0
"McCreary County, Kentucky",21147,False,Government,3
"McLean County, Kentucky",21149,True,Farming,1
"Madison County, Kentucky",21151,False,None (nonspecialized),0
"Magoffin County, Kentucky",21153,False,None (nonspecialized),3
"Marion County, Kentucky",21155,False,Manufacturing,1
"Marshall County, Kentucky",21157,False,Manufacturing,0
"Martin County, Kentucky",21159,False,Government,3
"Mason County, Kentucky",21161,False,Manufacturing,0
"Meade County, Kentucky",21163,True,None (nonspecialized),0
"Menifee County, Kentucky",21165,False,None (nonspecialized),5
"Mercer County, Kentucky",21167,False,Manufacturing,0
"Metcalfe County, Kentucky",21169,False,Manufacturing,0
"Monroe County, Kentucky",21171,False,None (nonspecialized),1
"Montgomery County, Kentucky",21173,False,Manufacturing,0
"Morgan County, Kentucky",21175,False,None (nonspecialized),4
"Muhlenberg County, Kentucky",21177,False,None (nonspecialized),1
"Nelson County, Kentucky",21179,True,Manufacturing,0
"Nicholas County, Kentucky",21181,False,Farming,1
"Ohio County, Kentucky",21183,False,Manufacturing,0
"Oldham County, Kentucky",21185,True,None (nonspecialized),0
"Owen County, Kentucky",21187,False,None (nonspecialized),0
"Owsley County, Kentucky",21189,False,None (nonspecialized),4
"Pendleton County, Kentucky",21191,True,None (nonspecialized),0
"Perry County, Kentucky",21193,False,None (nonspecialized),2
"Pike County, Kentucky",21195,False,None (nonspecialized),3
"Powell County, Kentucky",21197,False,None (nonspecialized),2
"Pulaski County, Kentucky",21199,False,None (nonspecialized),0
"Robertson County, Kentucky",21201,False,Farming,2
"Rockcastle County, Kentucky",21203,False,None (nonspecialized),2
"Rowan County, Kentucky",21205,False,Government,1
"Russell County, Kentucky",21207,False,Manufacturing,1
"Scott County, Kentucky",21209,True,Manufacturing,0
"Shelby County, Kentucky",21211,True,Manufacturing,0
"Simpson County, Kentucky",21213,False,Manufacturing,0
"Spencer County, Kentucky",21215,True,None (nonspecialized),0
"Taylor County, Kentucky",21217,False,None (nonspecialized),0
"Todd County, Kentucky",21219,False,Farming,1
"Trigg County, Kentucky",21221,True,None (nonspecialized),0
"Trimble County, Kentucky",21223,False,None (nonspecialized),0
"Union County, Kentucky",21225,False,Mining,1
"Warren County, Kentucky",21227,True,Manufacturing,0
"Washington County, Kentucky",21229,False,Manufacturing,0
"Wayne County, Kentucky",21231,False,Manufacturing,3
"Webster County, Kentucky",21233,False,Farming,2
"Whitley County, Kentucky",21235,False,None (nonspecialized),1
"Wolfe County, Kentucky",21237,False,None (nonspecialized),3
"Woodford County, Kentucky",21239,True,None (nonspecialized),0
"Acadia Parish, Louisiana",22001,True,None (nonspecialized),2
"Allen Parish, Louisiana",22003,False,None (nonspecialized),2
"Ascension Parish, Louisiana",22005,True,Manufacturing,0
"Assumption Parish, Louisiana",22007,True,None (nonspecialized),1
"Avoyelles Parish, Louisiana",22009,False,None (nonspecialized),1
"Beauregard Parish, Louisiana",22011,False,None (nonspecialized),0
"Bienville Parish, Louisiana",22013,False,Manufacturing,5
"Bossier Parish, Louisiana",22015,True,None (nonspecialized),1
"Caddo Parish, Louisiana",22017,True,None (nonspecialized),2
"Calcasieu Parish, Louisiana",22019,True,None (nonspecialized),0
"Caldwell Parish, Louisiana",22021,False,None (nonspecialized),3
"Cameron Parish, Louisiana",22023,True,None (nonspecialized),1
"Catahoula Parish, Louisiana",22025,False,None (nonspecialized),4
"Claiborne Parish, Louisiana",22027,False,None (nonspecialized),3
"Concordia Parish, Louisiana",22029,False,None (nonspecialized),3
"De Soto Parish, Louisiana",22031,True,Mining,0
"East Baton Rouge Parish, Louisiana",22033,True,None (nonspecialized),1
"East Carroll Parish, Louisiana",22035,False,Farming,5
"East Feliciana Parish, Louisiana",22037,True,Government,3
"Evangeline Parish, Louisiana",22039,False,None (nonspecialized),5
"Franklin Parish, Louisiana",22041,False,None (nonspecialized),3
"Grant Parish, Louisiana",22043,True,Government,2
"Iberia Parish, Louisiana",22045,False,None (nonspecialized),3
"Iberville Parish, Louisiana",22047,True,Manufacturing,0
"Jackson Parish, Louisiana",22049,False,None (nonspecialized),2
"Jefferson Parish, Louisiana",22051,True,None (nonspecialized),1
"Jefferson Davis Parish, Louisiana",22053,True,None (nonspecialized),0
"Lafayette Parish, Louisiana",22055,True,None (nonspecialized),0
"Lafourche Parish, Louisiana",22057,True,None (nonspecialized),0
"LaSalle Parish, Louisiana",22059,False,None (nonspecialized),1
"Lincoln Parish, Louisiana",22061,False,None (nonspecialized),2
"Livingston Parish, Louisiana",22063,True,None (nonspecialized),0
"Madison Parish, Louisiana",22065,False,None (nonspecialized),5
"Morehouse Parish, Louisiana",22067,True,None (nonspecialized),4
"Natchitoches Parish, Louisiana",22069,False,Manufacturing,1
"Orleans Parish, Louisiana",22071,True,None (nonspecialized),2
"Ouachita Parish, Louisiana",22073,True,None (nonspecialized),2
"Plaquemines Parish, Louisiana",22075,True,None (nonspecialized),0
"Pointe Coupee Parish, Louisiana",22077,True,None (nonspecialized),0
"Rapides Parish, Louisiana",22079,True,None (nonspecialized),0
"Red River Parish, Louisiana",22081,False,None (nonspecialized),3
"Richland Parish, Louisiana",22083,True,None (nonspecialized),3
"Sabine Parish, Louisiana",22085,False,None (nonspecialized),3
"St. Bernard Parish, Louisiana",22087,True,Manufacturing,2
"St. Charles Parish, Louisiana",22089,True,Manufacturing,0
"St. Helena Parish, Louisiana",22091,True,Manufacturing,2
"St. James Parish, Louisiana",22093,True,Manufacturing,0
"St. John the Baptist Parish, Louisiana",22095,True,Manufacturing,0
"St. Landry Parish, Louisiana",22097,False,None (nonspecialized),3
"St. Martin Parish, Louisiana",22099,True,Manufacturing,1
"St. Mary Parish, Louisiana",22101,False,None (nonspecialized),2
"St. Tammany Parish, Louisiana",22103,True,None (nonspecialized),0
"Tangipahoa Parish, Louisiana",22105,True,None (nonspecialized),1
"Tensas Parish, Louisiana",22107,False,Farming,4
"Terrebonne Parish, Louisiana",22109,True,None (nonspecialized),0
"Union Parish, Louisiana",22111,True,None (nonspecialized),1
"Vermilion Parish, Louisiana",22113,True,None (nonspecialized),0
"Vernon Parish, Louisiana",22115,False,None (nonspecialized),2
"Washington Parish, Louisiana",22117,False,None (nonspecialized),2
"Webster Parish, Louisiana",22119,False,None (nonspecialized),4
"West Baton Rouge Parish, Louisiana",22121,True,Manufacturing,0
"West Carroll Parish, Louisiana",22123,False,None (nonspecialized),3
"West Feliciana Parish, Louisiana",22125,True,Government,1
"Winn Parish, Louisiana",22127,False,None (nonspecialized),3
"Androscoggin County, Maine",23001,True,None (nonspecialized),0
"Aroostook County, Maine",23003,False,None (nonspecialized),1
"Cumberland County, Maine",23005,True,Recreation,0
"Franklin County, Maine",23007,False,Recreation,0
"Hancock County, Maine",23009,False,Recreation,0
"Kennebec County, Maine",23011,False,Government,0
"Knox County, Maine",23013,False,Recreation,0
"Lincoln County, Maine",23015,False,Recreation,0
"Oxford County, Maine",23017,False,Recreation,0
"Penobscot County, Maine",23019,True,None (nonspecialized),0
"Piscataquis County, Maine",23021,False,Manufacturing,0
"Sagadahoc County, Maine",23023,True,Manufacturing,1
"Somerset County, Maine",23025,False,None (nonspecialized),0
"Waldo County, Maine",23027,False,None (nonspecialized),0
"Washington County, Maine",23029,False,None (nonspecialized),1
"York County, Maine",23031,True,Recreation,1
"Allegany County, Maryland",24001,False,None (nonspecialized),0
"Anne Arundel County, Maryland",24003,True,Government,0
"Baltimore County, Maryland",24005,True,None (nonspecialized),1
"Calvert County, Maryland",24009,True,None (nonspecialized),0
"Caroline County, Maryland",24011,False,None (nonspecialized),1
"Carroll County, Maryland",24013,True,None (nonspecialized),0
"Cecil County, Maryland",24015,True,None (nonspecialized),1
"Charles County, Maryland",24017,True,None (nonspecialized),0
"Dorchester County, Maryland",24019,False,Manufacturing,1
"Frederick County, Maryland",24021,True,None (nonspecialized),0
"Garrett County, Maryland",24023,False,Recreation,0
"Harford County, Maryland",24025,True,None (nonspecialized),0
"Howard County, Maryland",24027,True,None (nonspecialized),0
"Kent County, Maryland",24029,False,None (nonspecialized),1
"Montgomery County, Maryland",24031,True,None (nonspecialized),1
"Prince George's County, Maryland",24033,True,Government,1
"Queen Anne's County, Maryland",24035,True,None (nonspecialized),1
"St. Mary's County, Maryland",24037,True,Government,0
"Somerset County, Maryland",24039,True,Government,2
"Talbot County, Maryland",24041,False,Recreation,1
"Washington County, Maryland",24043,True,None (nonspecialized),0
"Wicomico County, Maryland",24045,True,None (nonspecialized),1
"Worcester County, Maryland",24047,False,Recreation,2
"Baltimore City, Maryland",24510,True,None (nonspecialized),3
"Barnstable County, Massachusetts",25001,True,Recreation,2
"Berkshire County, Massachusetts",25003,True,None (nonspecialized),2
"Bristol County, Massachusetts",25005,True,None (nonspecialized),1
"Dukes County, Massachusetts",25007,False,Recreation,2
"Essex County, Massachusetts",25009,True,None (nonspecialized),1
"Franklin County, Massachusetts",25011,False,None (nonspecialized),2
"Hampden County, Massachusetts",25013,True,None (nonspecialized),1
"Hampshire County, Massachusetts",25015,True,Government,1
"Middlesex County, Massachusetts",25017,True,None (nonspecialized),1
"Nantucket County, Massachusetts",25019,False,Recreation,2
"Norfolk County, Massachusetts",25021,True,None (nonspecialized),1
"Plymouth County, Massachusetts",25023,True,None (nonspecialized),1
"Suffolk County, Massachusetts",25025,True,None (nonspecialized),1
"Worcester County, Massachusetts",25027,True,None (nonspecialized),1
"Alcona County, Michigan",26001,False,Recreation,2
"Alger County, Michigan",26003,False,Recreation,2
"Allegan County, Michigan",26005,False,Manufacturing,0
"Alpena County, Michigan",26007,False,None (nonspecialized),1
"Antrim County, Michigan",26009,False,Recreation,1
"Arenac County, Michigan",26011,False,Manufacturing,1
"Baraga County, Michigan",26013,False,Manufacturing,1
"Barry County, Michigan",26015,True,Manufacturing,0
"Bay County, Michigan",26017,True,None (nonspecialized),1
"Benzie County, Michigan",26019,True,Recreation,1
"Berrien County, Michigan",26021,True,Manufacturing,1
"Branch County, Michigan",26023,False,Manufacturing,1
"Calhoun County, Michigan",26025,True,Manufacturing,1
"Cass County, Michigan",26027,True,Manufacturing,0
"Charlevoix County, Michigan",26029,False,Recreation,0
"Cheboygan County, Michigan",26031,False,Recreation,2
"Chippewa County, Michigan",26033,False,None (nonspecialized),1
"Clare County, Michigan",26035,False,Recreation,2
"Clinton County, Michigan",26037,True,None (nonspecialized),0
"Crawford County, Michigan",26039,False,Recreation,1
"Delta County, Michigan",26041,False,Manufacturing,1
"Dickinson County, Michigan",26043,False,Manufacturing,1
"Eaton County, Michigan",26045,True,None (nonspecialized),0
"Emmet County, Michigan",26047,False,Recreation,0
"Genesee County, Michigan",26049,True,None (nonspecialized),1
"Gladwin County, Michigan",26051,False,Recreation,2
"Gogebic County, Michigan",26053,False,None (nonspecialized),1
"Grand Traverse County, Michigan",26055,True,None (nonspecialized),0
"Gratiot County, Michigan",26057,False,None (nonspecialized),0
"Hillsdale County, Michigan",26059,False,Manufacturing,0
"Houghton County, Michigan",26061,False,Government,0
"Huron County, Michigan",26063,False,None (nonspecialized),1
"Ingham County, Michigan",26065,True,Government,1
"Ionia County, Michigan",26067,True,Manufacturing,0
"Iosco County, Michigan",26069,False,Recreation,2
"Iron County, Michigan",26071,False,None (nonspecialized),2
"Isabella County, Michigan",26073,False,Government,2
"Jackson County, Michigan",26075,True,None (nonspecialized),0
"Kalamazoo County, Michigan",26077,True,Manufacturing,0
"Kalkaska County, Michigan",26079,True,Recreation,0
"Kent County, Michigan",26081,True,None (nonspecialized),0
"Keweenaw County, Michigan",26083,False,Recreation,1
"Lake County, Michigan",26085,False,Recreation,4
"Lapeer County, Michigan",26087,True,Manufacturing,0
"Leelanau County, Michigan",26089,True,Recreation,1
"Lenawee County, Michigan",26091,False,Manufacturing,0
"Livingston County, Michigan",26093,True,None (nonspecialized),0
"Luce County, Michigan",26095,False,None (nonspecialized),2
"Mackinac County, Michigan",26097,False,Recreation,1
"Macomb County, Michigan",26099,True,Manufacturing,0
"Manistee County, Michigan",26101,False,Recreation,1
"Marquette County, Michigan",26103,False,None (nonspecialized),0
"Mason County, Michigan",26105,False,Manufacturing,0
"Mecosta County, Michigan",26107,False,None (nonspecialized),0
"Menominee County, Michigan",26109,False,Manufacturing,1
"Midland County, Michigan",26111,True,None (nonspecialized),0
"Missaukee County, Michigan",26113,False,Manufacturing,0
"Monroe County, Michigan",26115,True,None (nonspecialized),0
"Montcalm County, Michigan",26117,True,Manufacturing,0
"Montmorency County, Michigan",26119,False,Recreation,2
"Muskegon County, Michigan",26121,True,Manufacturing,0
"Newaygo County, Michigan",26123,False,Manufacturing,0
"Oakland County, Michigan",26125,True,None (nonspecialized),0
"Oceana County, Michigan",26127,False,Manufacturing,0
"Ogemaw County, Michigan",26129,False,Recreation,1
"Ontonagon County, Michigan",26131,False,None (nonspecialized),1
"Osceola County, Michigan",26133,False,Manufacturing,0
"Oscoda County, Michigan",26135,False,Recreation,2
"Otsego County, Michigan",26137,False,Recreation,0
"Ottawa County, Michigan",26139,True,Manufacturing,0
"Presque Isle County, Michigan",26141,False,None (nonspecialized),2
"Roscommon County, Michigan",26143,False,Recreation,2
"Saginaw County, Michigan",26145,True,None (nonspecialized),1
