county_name,fips_code,dominant_naics2,dominant_industry,dominant_lq,dominant_lq_quartile,unemployment_velocity,gdp_velocity_pct
"Pierce County, Georgia",13229,42,Wholesale Trade,2.42,2,0.2333333333333334,0.017843899855023975
"Pike County, Georgia",13231,23,Construction,3.87,3,0.06666666666666672,0.030385397387547617
"Polk County, Georgia",13233,31-33,Manufacturing,2.96,3,0.1333333333333333,0.020827561644090633
"Pulaski County, Georgia",13235,11,"Agriculture, Forestry, Fishing & Hunting",5.89,4,0.03333333333333336,-0.00015801804153813388
"Putnam County, Georgia",13237,22,Utilities,2.97,3,0.16666666666666666,0.044227225382581524
"Quitman County, Georgia",13239,81,Other Services (except Public Administration),1.87,1,0.4000000000000001,-0.01628734663294933
"Rabun County, Georgia",13241,22,Utilities,3.07,3,0.06666666666666658,0.01806920277360364
"Randolph County, Georgia",13243,11,"Agriculture, Forestry, Fishing & Hunting",11.53,4,0.09999999999999994,0.00311334653100686
"Richmond County, Georgia",13245,62,Health Care & Social Assistance,1.32,1,0.16666666666666666,0.012425161076741124
"Rockdale County, Georgia",13247,23,Construction,2.01,2,0.1333333333333333,0.013686126633706207
"Schley County, Georgia",13249,31-33,Manufacturing,5.0,4,-0.06666666666666672,0.03542670418646337
"Screven County, Georgia",13251,11,"Agriculture, Forestry, Fishing & Hunting",5.17,4,0.0,-0.014447743931652074
"Seminole County, Georgia",13253,11,"Agriculture, Forestry, Fishing & Hunting",22.22,4,0.2333333333333334,0.005676753770529419
"Spalding County, Georgia",13255,31-33,Manufacturing,1.49,1,0.20000000000000004,0.02618801400623868
"Stephens County, Georgia",13257,31-33,Manufacturing,2.96,3,0.19999999999999987,0.03766891524133772
"Stewart County, Georgia",13259,44-45,Retail Trade,0.35,1,-0.2999999999999998,0.06487762682542106
"Sumter County, Georgia",13261,11,"Agriculture, Forestry, Fishing & Hunting",6.81,4,0.2666666666666668,-0.026429963226687125
"Talbot County, Georgia",13263,23,Construction,3.6,3,0.033333333333333215,0.15054666855220872
"Taliaferro County, Georgia",13265,99,Unclassified,8.81,4,0.16666666666666666,0.049973193374530885
"Tattnall County, Georgia",13267,11,"Agriculture, Forestry, Fishing & Hunting",16.68,4,0.03333333333333336,0.060246067368872856
"Taylor County, Georgia",13269,62,Health Care & Social Assistance,1.32,1,-0.2666666666666666,0.001601068426427842
"Telfair County, Georgia",13271,11,"Agriculture, Forestry, Fishing & Hunting",4.18,3,0.06666666666666672,0.0335165296785717
"Terrell County, Georgia",13273,11,"Agriculture, Forestry, Fishing & Hunting",8.42,4,0.13333333333333316,0.00030376499044906357
"Thomas County, Georgia",13275,31-33,Manufacturing,1.54,1,0.06666666666666672,0.012805176092600344
"Tift County, Georgia",13277,42,Wholesale Trade,1.95,1,0.06666666666666672,0.01981210317687119
"Toombs County, Georgia",13279,11,"Agriculture, Forestry, Fishing & Hunting",7.11,4,0.16666666666666666,0.03336542487512301
"Towns County, Georgia",13281,23,Construction,1.58,1,0.1333333333333333,0.04424093452462529
"Treutlen County, Georgia",13283,11,"Agriculture, Forestry, Fishing & Hunting",5.35,4,0.03333333333333351,0.04893500753631543
"Troup County, Georgia",13285,31-33,Manufacturing,3.81,3,0.0,0.038024413376085565
"Turner County, Georgia",13287,42,Wholesale Trade,2.76,2,0.03333333333333336,0.01649186326993171
"Twiggs County, Georgia",13289,44-45,Retail Trade,0.38,1,0.06666666666666672,-0.05340494457228851
"Union County, Georgia",13291,99,Unclassified,2.3,2,0.10000000000000009,0.03206094554856336
"Upson County, Georgia",13293,22,Utilities,2.1,2,0.06666666666666658,0.029004770491840186
"Walker County, Georgia",13295,31-33,Manufacturing,4.24,3,0.06666666666666672,0.032363827292689794
"Walton County, Georgia",13297,23,Construction,2.73,2,0.10000000000000009,0.045553441275882074
"Ware County, Georgia",13299,44-45,Retail Trade,1.46,1,0.23333333333333325,0.020393246398194353
"Warren County, Georgia",13301,31-33,Manufacturing,4.0,3,-0.10000000000000024,0.0769152037665181
"Washington County, Georgia",13303,21,"Mining, Quarrying, Oil & Gas",10.96,4,0.03333333333333336,0.009321588111764537
"Wayne County, Georgia",13305,31-33,Manufacturing,2.02,2,0.16666666666666666,0.0382598245301127
"Webster County, Georgia",13307,99,Unclassified,2.41,2,0.20000000000000004,-0.038108924016085725
"Wheeler County, Georgia",13309,11,"Agriculture, Forestry, Fishing & Hunting",10.71,4,0.1333333333333333,0.005336472111788802
"White County, Georgia",13311,72,Accommodation & Food Services,2.03,2,0.06666666666666672,0.03259170501531292
"Whitfield County, Georgia",13313,31-33,Manufacturing,3.97,3,0.1333333333333333,0.020225806441158387
"Wilcox County, Georgia",13315,11,"Agriculture, Forestry, Fishing & Hunting",6.06,4,-0.06666666666666672,0.044484993267428156
"Wilkes County, Georgia",13317,23,Construction,3.24,3,-0.13333333333333316,0.06512054884652001
"Wilkinson County, Georgia",13319,21,"Mining, Quarrying, Oil & Gas",81.36,4,0.03333333333333351,-0.12978112304398395
"Worth County, Georgia",13321,44-45,Retail Trade,1.62,1,0.09999999999999994,0.006966339546448508
"Hawaii County, Hawaii",15001,72,Accommodation & Food Services,2.0,2,-0.3,0.03673544313040103
"Honolulu County, Hawaii",15003,72,Accommodation & Food Services,1.57,1,-0.3000000000000001,0.026448965436692572
"Kauai County, Hawaii",15007,23,Construction,1.32,1,-0.3999999999999999,0.038193910354336155
"Maui County, Hawaii",15009,72,Accommodation & Food Services,2.98,3,-0.19999999999999987,
"Ada County, Idaho",16001,23,Construction,1.55,1,0.3,0.04023650260621195
"Adams County, Idaho",16003,11,"Agriculture, Forestry, Fishing & Hunting",6.51,4,0.4000000000000001,0.044891689592002466
"Bannock County, Idaho",16005,23,Construction,1.33,1,0.2666666666666666,0.03634663113159557
"Bear Lake County, Idaho",16007,56,Administrative & Support & Waste Management,2.46,2,0.09999999999999994,0.0632927240616931
"Benewah County, Idaho",16009,22,Utilities,1.91,1,0.2666666666666666,0.04277888693897561
"Bingham County, Idaho",16011,31-33,Manufacturing,1.83,1,0.16666666666666666,0.04012534925757096
"Blaine County, Idaho",16013,23,Construction,3.18,3,0.16666666666666666,0.022164613963883993
"Boise County, Idaho",16015,71,"Arts, Entertainment & Recreation",15.64,4,0.10000000000000009,0.04731718501168058
"Bonner County, Idaho",16017,21,"Mining, Quarrying, Oil & Gas",3.66,3,0.4666666666666668,0.027547475639776445
"Bonneville County, Idaho",16019,62,Health Care & Social Assistance,1.45,1,0.20000000000000004,-0.007793725821601412
"Boundary County, Idaho",16021,23,Construction,2.59,2,0.36666666666666686,0.060003611521155256
"Butte County, Idaho",16023,23,Construction,0.58,1,0.0,0.05620681511343156
"Camas County, Idaho",16025,42,Wholesale Trade,4.51,3,-0.03333333333333336,0.02866195278389552
"Canyon County, Idaho",16027,11,"Agriculture, Forestry, Fishing & Hunting",4.41,3,0.2666666666666668,0.04880231091823067
"Caribou County, Idaho",16029,21,"Mining, Quarrying, Oil & Gas",39.67,4,0.09999999999999994,0.04063648451530829
"Cassia County, Idaho",16031,11,"Agriculture, Forestry, Fishing & Hunting",20.75,4,0.16666666666666666,0.0830161529970066
"Clark County, Idaho",16033,42,Wholesale Trade,3.93,3,0.0,0.07565343938215037
"Clearwater County, Idaho",16035,31-33,Manufacturing,1.79,1,0.4000000000000001,-0.0003088206909862961
"Custer County, Idaho",16037,71,"Arts, Entertainment & Recreation",2.41,2,0.06666666666666672,0.03602816389203168
"Elmore County, Idaho",16039,22,Utilities,1.3,1,0.2666666666666666,0.04307507238899512
"Franklin County, Idaho",16041,11,"Agriculture, Forestry, Fishing & Hunting",7.55,4,0.2333333333333334,0.03845368447976538
"Fremont County, Idaho",16043,23,Construction,1.98,2,0.10000000000000009,0.02693625060994079
"Gem County, Idaho",16045,23,Construction,1.73,1,0.2666666666666668,0.032261182931380965
"Gooding County, Idaho",16047,22,Utilities,3.94,3,0.20000000000000004,0.02610209938721635
"Idaho County, Idaho",16049,11,"Agriculture, Forestry, Fishing & Hunting",7.13,4,0.4000000000000001,-0.00635405759032758
"Jefferson County, Idaho",16051,11,"Agriculture, Forestry, Fishing & Hunting",11.36,4,0.20000000000000004,0.04150528623042852
"Jerome County, Idaho",16053,31-33,Manufacturing,2.74,2,0.16666666666666666,0.043470427697441104
"Kootenai County, Idaho",16055,23,Construction,1.91,1,0.3666666666666667,0.03595537343496213
"Latah County, Idaho",16057,44-45,Retail Trade,1.39,1,0.23333333333333325,0.0233713401440273
"Lemhi County, Idaho",16059,21,"Mining, Quarrying, Oil & Gas",5.19,4,0.0,0.11320285803044423
"Lewis County, Idaho",16061,44-45,Retail Trade,1.44,1,-0.033333333333333215,-0.023365744985442905
"Lincoln County, Idaho",16063,11,"Agriculture, Forestry, Fishing & Hunting",32.59,4,0.13333333333333344,0.038282842888351605
"Madison County, Idaho",16065,61,Educational Services,6.13,4,0.4000000000000001,0.029995295664209488
"Minidoka County, Idaho",16067,42,Wholesale Trade,1.97,2,0.16666666666666666,0.04097359560991797
"Nez Perce County, Idaho",16069,31-33,Manufacturing,2.28,2,0.2666666666666668,-0.0007984327634145105
"Oneida County, Idaho",16071,44-45,Retail Trade,1.32,1,0.03333333333333336,0.009466882719577218
"Owyhee County, Idaho",16073,23,Construction,1.3,1,0.2333333333333334,0.06469103170165541
"Payette County, Idaho",16075,22,Utilities,4.25,3,0.3,0.033778012860613396
"Power County, Idaho",16077,11,"Agriculture, Forestry, Fishing & Hunting",18.24,4,0.09999999999999994,0.033704897207277984
"Shoshone County, Idaho",16079,71,"Arts, Entertainment & Recreation",4.48,3,0.2666666666666666,0.017286933802878865
"Teton County, Idaho",16081,71,"Arts, Entertainment & Recreation",3.81,3,0.1333333333333333,0.04489780703155787
"Twin Falls County, Idaho",16083,11,"Agriculture, Forestry, Fishing & Hunting",8.02,4,0.23333333333333325,0.03184606397971846
"Valley County, Idaho",16085,71,"Arts, Entertainment & Recreation",8.1,4,0.033333333333333215,0.03474969501069562
"Washington County, Idaho",16087,31-33,Manufacturing,2.52,2,0.23333333333333325,0.05998033811240732
"Adams County, Illinois",17001,21,"Mining, Quarrying, Oil & Gas",1.88,1,0.09999999999999994,0.0014935201214359558
"Alexander County, Illinois",17003,22,Utilities,14.07,4,0.0,0.1028435400446363
"Bond County, Illinois",17005,31-33,Manufacturing,2.16,2,0.0,0.03843062652539061
"Boone County, Illinois",17007,23,Construction,2.45,2,-0.2333333333333334,-0.01264271824787637
"Brown County, Illinois",17009,61,Educational Services,0.77,1,0.03333333333333336,-0.017190833986832747
"Bureau County, Illinois",17011,48-49,Transportation & Warehousing,4.55,3,0.20000000000000018,-0.026767891145329917
"Calhoun County, Illinois",17013,52,Finance & Insurance,2.21,2,0.0,0.0025162558388494754
"Carroll County, Illinois",17015,31-33,Manufacturing,2.44,2,0.19999999999999987,-0.010400737063831952
"Cass County, Illinois",17017,52,Finance & Insurance,1.18,1,0.09999999999999994,0.011318413562336272
"Champaign County, Illinois",17019,72,Accommodation & Food Services,1.15,1,0.033333333333333215,0.022232627218819186
"Christian County, Illinois",17021,42,Wholesale Trade,1.71,1,0.033333333333333215,-0.022852891527845424
"Clark County, Illinois",17023,21,"Mining, Quarrying, Oil & Gas",3.78,3,0.13333333333333344,0.020994874589549118
"Clay County, Illinois",17025,11,"Agriculture, Forestry, Fishing & Hunting",4.59,3,0.0,0.007059867722834905
"Clinton County, Illinois",17027,23,Construction,1.51,1,0.0,0.021352908968683026
"Coles County, Illinois",17029,62,Health Care & Social Assistance,1.9,1,-0.06666666666666672,0.010806063198226959
"Cook County, Illinois",17031,61,Educational Services,1.61,1,-0.06666666666666672,0.01823198469828501
"Crawford County, Illinois",17033,21,"Mining, Quarrying, Oil & Gas",3.77,3,-0.23333333333333325,0.06011792613816802
"Cumberland County, Illinois",17035,44-45,Retail Trade,1.77,1,0.0,0.12913102204028593
"DeKalb County, Illinois",17037,44-45,Retail Trade,1.35,1,0.033333333333333215,-0.005265760057460205
"De Witt County, Illinois",17039,11,"Agriculture, Forestry, Fishing & Hunting",2.83,2,0.03333333333333336,0.02758139819364309
"Douglas County, Illinois",17041,31-33,Manufacturing,4.84,3,0.06666666666666672,0.009182537353512736
"DuPage County, Illinois",17043,42,Wholesale Trade,1.91,1,0.06666666666666658,0.01306009764457747
"Edgar County, Illinois",17045,11,"Agriculture, Forestry, Fishing & Hunting",3.81,3,0.06666666666666658,-0.009020596760483548
"Edwards County, Illinois",17047,42,Wholesale Trade,2.35,2,0.09999999999999994,0.010754870611583119
"Effingham County, Illinois",17049,71,"Arts, Entertainment & Recreation",1.87,1,0.10000000000000009,0.022978566098623143
"Fayette County, Illinois",17051,21,"Mining, Quarrying, Oil & Gas",2.97,3,0.10000000000000024,0.00434665290466303
"Ford County, Illinois",17053,22,Utilities,3.92,3,0.06666666666666672,0.049859239264470695
"Franklin County, Illinois",17055,81,Other Services (except Public Administration),1.36,1,-0.033333333333333215,0.018124557225019274
"Fulton County, Illinois",17057,22,Utilities,3.11,3,-0.03333333333333351,0.010811367460585782
"Gallatin County, Illinois",17059,11,"Agriculture, Forestry, Fishing & Hunting",18.27,4,-0.19999999999999987,-0.04572046009751852
"Greene County, Illinois",17061,11,"Agriculture, Forestry, Fishing & Hunting",6.78,4,-0.10000000000000009,-0.012756989112686563
"Grundy County, Illinois",17063,21,"Mining, Quarrying, Oil & Gas",2.51,2,0.03333333333333351,0.03660556038740667
"Hamilton County, Illinois",17065,42,Wholesale Trade,1.69,1,0.09999999999999994,0.014448123523195303
"Hancock County, Illinois",17067,22,Utilities,1.93,1,-0.033333333333333215,0.01677740899611593
"Hardin County, Illinois",17069,62,Health Care & Social Assistance,2.15,2,0.13333333333333316,0.07100179742392919
"Henderson County, Illinois",17071,42,Wholesale Trade,2.6,2,-0.13333333333333344,-0.015929500392023732
"Henry County, Illinois",17073,23,Construction,1.7,1,0.2333333333333331,0.0037661681354743924
"Iroquois County, Illinois",17075,42,Wholesale Trade,2.73,2,0.0,0.009755270047337266
"Jackson County, Illinois",17077,61,Educational Services,1.55,1,0.033333333333333215,0.014944256203213893
"Jasper County, Illinois",17079,21,"Mining, Quarrying, Oil & Gas",4.5,3,0.0,0.0015695989974419053
"Jefferson County, Illinois",17081,31-33,Manufacturing,2.83,2,0.03333333333333351,-0.0025627026402293114
"Jersey County, Illinois",17083,22,Utilities,2.75,2,0.033333333333333215,-0.0174890079205896
"Jo Daviess County, Illinois",17085,72,Accommodation & Food Services,2.25,2,0.033333333333333215,0.003941501611446926
"Johnson County, Illinois",17087,52,Finance & Insurance,1.09,1,-0.13333333333333344,0.027766961971625568
"Kane County, Illinois",17089,31-33,Manufacturing,1.84,1,0.06666666666666672,0.010740854389480652
"Kankakee County, Illinois",17091,31-33,Manufacturing,2.11,2,-0.033333333333333215,0.007450261284549184
"Kendall County, Illinois",17093,44-45,Retail Trade,1.83,1,0.09999999999999994,0.031298599066897914
"Knox County, Illinois",17095,62,Health Care & Social Assistance,1.62,1,-0.10000000000000024,0.019452271985397476
"Lake County, Illinois",17097,31-33,Manufacturing,1.88,1,0.09999999999999994,0.0030153247832692552
"LaSalle County, Illinois",17099,22,Utilities,6.96,4,0.13333333333333344,0.001988360215496647
"Lawrence County, Illinois",17101,21,"Mining, Quarrying, Oil & Gas",5.26,4,-0.2333333333333334,0.017200933947682854
"Lee County, Illinois",17103,31-33,Manufacturing,3.1,3,0.0,0.024176051017197463
"Livingston County, Illinois",17105,22,Utilities,2.58,2,-0.033333333333333215,0.03290536063372524
"Logan County, Illinois",17107,11,"Agriculture, Forestry, Fishing & Hunting",2.95,3,0.16666666666666666,-0.006425645321143629
"McDonough County, Illinois",17109,11,"Agriculture, Forestry, Fishing & Hunting",2.87,2,0.13333333333333344,0.005922592408573148
"McHenry County, Illinois",17111,42,Wholesale Trade,1.61,1,0.06666666666666658,0.005819933718101871
"McLean County, Illinois",17113,52,Finance & Insurance,4.68,3,0.09999999999999994,0.02841387838650561
"Macon County, Illinois",17115,31-33,Manufacturing,2.96,3,0.0,0.0072008056954358714
"Macoupin County, Illinois",17117,22,Utilities,3.51,3,0.09999999999999994,-0.014902796830290431
"Madison County, Illinois",17119,48-49,Transportation & Warehousing,2.52,2,0.03333333333333336,0.028990669878482322
"Marion County, Illinois",17121,21,"Mining, Quarrying, Oil & Gas",2.64,2,-0.03333333333333351,0.02024770679953144
"Marshall County, Illinois",17123,31-33,Manufacturing,3.45,3,0.09999999999999994,0.05733650423681975
"Mason County, Illinois",17125,42,Wholesale Trade,1.65,1,0.06666666666666672,0.029176799964790782
"Massac County, Illinois",17127,22,Utilities,2.08,2,-0.10000000000000024,-0.23531238039670155
"Menard County, Illinois",17129,44-45,Retail Trade,1.29,1,0.06666666666666658,0.005766366267629139
"Mercer County, Illinois",17131,11,"Agriculture, Forestry, Fishing & Hunting",3.26,3,0.2333333333333331,0.0034266398092195134
"Monroe County, Illinois",17133,81,Other Services (except Public Administration),2.16,2,0.03333333333333336,0.020643505220796592
"Montgomery County, Illinois",17135,21,"Mining, Quarrying, Oil & Gas",6.76,4,0.06666666666666643,0.06309789667618301
"Morgan County, Illinois",17137,31-33,Manufacturing,2.03,2,-0.06666666666666672,-0.0018567819246201177
"Moultrie County, Illinois",17139,31-33,Manufacturing,4.26,3,0.09999999999999994,-0.0009401172413919798
"Ogle County, Illinois",17141,31-33,Manufacturing,2.2,2,-0.033333333333333215,0.021297818763333233
"Peoria County, Illinois",17143,55,Management of Companies & Enterprises,1.79,1,0.06666666666666672,0.01666740665968083
"Perry County, Illinois",17145,44-45,Retail Trade,1.2,1,0.0,0.01801584567688598
"Piatt County, Illinois",17147,11,"Agriculture, Forestry, Fishing & Hunting",5.54,4,0.06666666666666672,0.014327615778303271
"Pike County, Illinois",17149,42,Wholesale Trade,1.93,1,0.06666666666666672,0.00656214190058628
"Pope County, Illinois",17151,72,Accommodation & Food Services,1.38,1,-0.4333333333333333,0.0659563595482651
"Pulaski County, Illinois",17153,81,Other Services (except Public Administration),1.81,1,-0.3000000000000001,0.013181141993403447
"Putnam County, Illinois",17155,31-33,Manufacturing,2.95,3,0.06666666666666672,0.01426086297637502
"Randolph County, Illinois",17157,21,"Mining, Quarrying, Oil & Gas",5.14,4,-0.03333333333333336,0.010703193158513799
"Richland County, Illinois",17159,48-49,Transportation & Warehousing,4.89,4,0.0,0.027409217783832155
"Rock Island County, Illinois",17161,42,Wholesale Trade,2.34,2,0.2333333333333334,-0.0028771717400782643
"St. Clair County, Illinois",17163,22,Utilities,1.55,1,0.0,0.01269706176099994
"Saline County, Illinois",17165,48-49,Transportation & Warehousing,1.6,1,-0.03333333333333351,0.04969626058307649
"Sangamon County, Illinois",17167,81,Other Services (except Public Administration),1.12,1,0.03333333333333351,0.025598280768047387
"Schuyler County, Illinois",17169,71,"Arts, Entertainment & Recreation",1.27,1,0.16666666666666666,0.015657314408889348
"Scott County, Illinois",17171,42,Wholesale Trade,1.8,1,-0.033333333333333215,-0.009917901210268254
"Shelby County, Illinois",17173,31-33,Manufacturing,3.15,3,-0.03333333333333336,0.029626574331507154
"Stark County, Illinois",17175,11,"Agriculture, Forestry, Fishing & Hunting",12.49,4,0.09999999999999994,0.009146792090288116
"Stephenson County, Illinois",17177,11,"Agriculture, Forestry, Fishing & Hunting",5.12,4,-0.033333333333333215,0.011481182978249994
"Tazewell County, Illinois",17179,31-33,Manufacturing,1.65,1,0.13333333333333344,0.00562026389226892
"Union County, Illinois",17181,22,Utilities,2.72,2,-0.10000000000000024,0.0019218228168290418
"Vermilion County, Illinois",17183,42,Wholesale Trade,1.89,1,0.13333333333333316,0.00308998812043467
"Wabash County, Illinois",17185,21,"Mining, Quarrying, Oil & Gas",9.93,4,0.0,0.024338475016242308
"Warren County, Illinois",17187,31-33,Manufacturing,3.61,3,0.06666666666666672,0.010943662725717788
"Washington County, Illinois",17189,42,Wholesale Trade,3.13,3,0.03333333333333336,0.0018002673173020285
"Wayne County, Illinois",17191,21,"Mining, Quarrying, Oil & Gas",5.47,4,0.20000000000000004,0.03296123476162292
"White County, Illinois",17193,21,"Mining, Quarrying, Oil & Gas",19.21,4,0.13333333333333316,0.048053183435740575
"Whiteside County, Illinois",17195,31-33,Manufacturing,1.73,1,0.13333333333333316,0.008113160076985329
"Will County, Illinois",17197,48-49,Transportation & Warehousing,3.54,3,0.033333333333333215,0.016810100282246544
"Williamson County, Illinois",17199,22,Utilities,1.83,1,-0.09999999999999994,0.02801990872424758
"Winnebago County, Illinois",17201,31-33,Manufacturing,2.19,2,-0.19999999999999987,0.020282541286851107
"Woodford County, Illinois",17203,11,"Agriculture, Forestry, Fishing & Hunting",4.15,3,0.06666666666666672,0.015251521734845558
"Adams County, Indiana",18001,31-33,Manufacturing,3.84,3,0.3333333333333333,0.009813418456038538
"Allen County, Indiana",18003,31-33,Manufacturing,1.83,1,0.16666666666666666,0.01981432865065634
"Bartholomew County, Indiana",18005,31-33,Manufacturing,4.65,3,0.3,0.01992163764392679
"Benton County, Indiana",18007,11,"Agriculture, Forestry, Fishing & Hunting",13.62,4,0.2333333333333334,-0.017116570619755335
"Blackford County, Indiana",18009,31-33,Manufacturing,3.59,3,0.2666666666666666,-0.0278626336810227
"Boone County, Indiana",18011,48-49,Transportation & Warehousing,7.29,4,0.23333333333333325,0.04094199547620484
"Brown County, Indiana",18013,72,Accommodation & Food Services,2.26,2,-0.10000000000000009,0.0475055557344842
"Carroll County, Indiana",18015,23,Construction,1.14,1,0.20000000000000004,-0.00024734686137445154
"Cass County, Indiana",18017,31-33,Manufacturing,3.43,3,0.3333333333333333,0.0035510351996364165
"Clark County, Indiana",18019,48-49,Transportation & Warehousing,3.94,3,0.2666666666666666,0.03593844894833496
"Clay County, Indiana",18021,31-33,Manufacturing,4.38,3,0.10000000000000009,0.007939697825107913
"Clinton County, Indiana",18023,31-33,Manufacturing,4.68,3,0.13333333333333344,0.020800792080549073
"Crawford County, Indiana",18025,48-49,Transportation & Warehousing,2.04,2,0.16666666666666682,-0.014134611419216831
"Daviess County, Indiana",18027,23,Construction,2.59,2,0.1333333333333333,0.05990706112449972
"Dearborn County, Indiana",18029,71,"Arts, Entertainment & Recreation",3.9,3,0.2666666666666666,0.0010276784361253303
"Decatur County, Indiana",18031,31-33,Manufacturing,4.03,3,0.20000000000000004,-0.011113381242623772
"DeKalb County, Indiana",18033,31-33,Manufacturing,5.03,4,0.19999999999999987,0.0017101619487864645
"Delaware County, Indiana",18035,62,Health Care & Social Assistance,1.41,1,0.19999999999999987,0.00879325336350122
"Dubois County, Indiana",18037,31-33,Manufacturing,4.81,3,0.20000000000000004,0.022210441082463242
"Elkhart County, Indiana",18039,31-33,Manufacturing,6.02,4,0.3666666666666667,-0.031049375613671285
"Fayette County, Indiana",18041,31-33,Manufacturing,2.28,2,0.16666666666666666,-0.00723726411846354
"Floyd County, Indiana",18043,31-33,Manufacturing,2.08,2,0.3,0.030402725095030926
"Fountain County, Indiana",18045,31-33,Manufacturing,4.58,3,0.3000000000000001,-0.005935135619128022
"Franklin County, Indiana",18047,31-33,Manufacturing,2.34,2,0.19999999999999987,0.025072253275237297
"Fulton County, Indiana",18049,31-33,Manufacturing,3.1,3,0.23333333333333325,-0.007281768292594425
"Gibson County, Indiana",18051,31-33,Manufacturing,6.17,4,0.1333333333333333,0.021244505679468312
"Grant County, Indiana",18053,61,Educational Services,2.69,2,0.2333333333333334,0.005206508907087795
"Greene County, Indiana",18055,22,Utilities,4.05,3,0.06666666666666658,0.025079964689427463
"Hamilton County, Indiana",18057,52,Finance & Insurance,2.27,2,0.23333333333333325,0.03962689033640607
"Hancock County, Indiana",18059,48-49,Transportation & Warehousing,2.7,2,0.16666666666666666,0.01991567456376866
"Harrison County, Indiana",18061,22,Utilities,2.8,2,0.3,0.022261714862963182
"Hendricks County, Indiana",18063,48-49,Transportation & Warehousing,4.92,4,0.20000000000000004,0.014530916347232983
"Henry County, Indiana",18065,31-33,Manufacturing,2.97,3,0.10000000000000009,0.006551449939715714
"Howard County, Indiana",18067,31-33,Manufacturing,3.17,3,0.4666666666666668,0.01753330600088288
"Huntington County, Indiana",18069,31-33,Manufacturing,3.17,3,0.23333333333333325,0.013460570905840038
"Jackson County, Indiana",18071,11,"Agriculture, Forestry, Fishing & Hunting",4.19,3,0.13333333333333344,0.012000038786884768
"Jasper County, Indiana",18073,31-33,Manufacturing,1.6,1,0.20000000000000004,-0.0140058108711093
"Jay County, Indiana",18075,31-33,Manufacturing,4.73,3,0.2666666666666666,0.06564094026842836
"Jefferson County, Indiana",18077,22,Utilities,5.8,4,0.2666666666666668,0.011593388732807876
"Jennings County, Indiana",18079,31-33,Manufacturing,3.17,3,0.16666666666666666,0.012823233931161342
"Johnson County, Indiana",18081,48-49,Transportation & Warehousing,3.32,3,0.20000000000000004,-0.006760810989209195
"Knox County, Indiana",18083,21,"Mining, Quarrying, Oil & Gas",11.61,4,0.2666666666666666,0.0028860414864748385
"Kosciusko County, Indiana",18085,31-33,Manufacturing,4.2,3,0.3,0.0032140821716050293
"LaGrange County, Indiana",18087,31-33,Manufacturing,5.67,4,0.2666666666666666,0.024377382063189137
"Lake County, Indiana",18089,31-33,Manufacturing,1.44,1,0.16666666666666666,0.029079932303390153
"LaPorte County, Indiana",18091,31-33,Manufacturing,2.55,2,0.19999999999999987,0.017703120593387564
"Lawrence County, Indiana",18093,21,"Mining, Quarrying, Oil & Gas",3.16,3,0.10000000000000009,0.002170408582973236
"Madison County, Indiana",18095,31-33,Manufacturing,1.61,1,0.13333333333333344,0.015177918982636745
"Marion County, Indiana",18097,56,Administrative & Support & Waste Management,1.43,1,0.13333333333333344,0.02866575753548348
"Marshall County, Indiana",18099,31-33,Manufacturing,4.83,3,0.2666666666666666,0.019687177228618343
"Martin County, Indiana",18101,54,"Professional, Scientific & Technical Services",2.39,2,0.03333333333333336,0.03571236067479998
"Miami County, Indiana",18103,11,"Agriculture, Forestry, Fishing & Hunting",2.56,2,0.16666666666666682,0.0053911619202497395
"Monroe County, Indiana",18105,31-33,Manufacturing,1.51,1,0.23333333333333325,0.02218758671606877
"Montgomery County, Indiana",18107,31-33,Manufacturing,3.72,3,0.16666666666666666,0.006545470847997131
"Morgan County, Indiana",18109,22,Utilities,3.84,3,0.1333333333333333,0.08393520746641403
"Newton County, Indiana",18111,42,Wholesale Trade,0.98,1,0.09999999999999994,-0.014763211055612152
"Noble County, Indiana",18113,31-33,Manufacturing,5.18,4,0.16666666666666666,-0.0021082862370713773
"Ohio County, Indiana",18115,42,Wholesale Trade,1.73,1,0.3333333333333333,-0.10922595285119974
"Orange County, Indiana",18117,72,Accommodation & Food Services,3.19,3,0.2333333333333334,0.03997176730438759
"Owen County, Indiana",18119,22,Utilities,5.59,4,0.2333333333333334,0.012260285452171766
"Parke County, Indiana",18121,53,Real Estate & Rental & Leasing,3.05,3,0.20000000000000004,-0.008439675787780671
"Perry County, Indiana",18123,31-33,Manufacturing,3.87,3,0.03333333333333336,0.03293752922507078
"Pike County, Indiana",18125,21,"Mining, Quarrying, Oil & Gas",2.48,2,0.06666666666666672,-0.11193890521459135
"Porter County, Indiana",18127,31-33,Manufacturing,2.07,2,0.20000000000000004,0.02524455735413109
"Posey County, Indiana",18129,31-33,Manufacturing,3.7,3,0.2666666666666666,0.018295852560781437
"Pulaski County, Indiana",18131,31-33,Manufacturing,3.08,3,0.06666666666666658,0.016659948757930736
"Putnam County, Indiana",18133,48-49,Transportation & Warehousing,3.54,3,0.10000000000000009,-0.003230234975336902
"Randolph County, Indiana",18135,31-33,Manufacturing,2.4,2,0.3,0.024129744900348096
"Ripley County, Indiana",18137,48-49,Transportation & Warehousing,3.14,3,0.20000000000000004,-0.031727474263829956
"Rush County, Indiana",18139,31-33,Manufacturing,2.48,2,0.20000000000000004,-0.003447446354093863
