target_pillar,column,label,block,n,n_added_columns,r2_reduced,r2_full,lift,lift_ablated,null_lift_mean,null_lift_p95,p,q,significant,carries_signal
B,lq_emp_23,Construction LQ,A,2469,29,0.12740091428332323,0.12665344206133466,-0.0007474722219885654,-0.008452140773136496,-0.005541183819284023,0.0007071645231203617,0.18,0.23944954128440366,False,False
B,lq_emp_99,Unclassified LQ,A,1075,29,0.4756405137985602,0.4667054089178331,-0.00893510488072713,-0.008575983984665303,-0.014030844378599477,-0.005105385598564754,0.2,0.25217391304347825,False,False
B,lq_emp_62,Health Care & Social Assistance LQ,A,1942,29,0.3029939928364528,0.2912921736015056,-0.011701819234947175,-0.00862957451061419,-0.012821048937813988,-0.006417132956199412,0.42,0.4951219512195122,False,False
B,lq_emp_56,Administrative & Support & Waste Management LQ,A,2212,29,0.23605040245687048,0.2254165982841122,-0.010633804172758277,-0.010135655226482965,-0.00497659212425653,-0.0015852461828197001,0.98,1.0,False,False
B,lq_emp_21,"Mining, Quarrying, Oil & Gas LQ",C,1026,4,0.6490446672876891,0.6441439056150062,-0.00490076167268283,-0.011638337170863045,-0.00127142679296145,0.0007974083138658973,1.0,1.0,False,False
B,lq_emp_44-45,Retail Trade LQ,A,3050,29,0.22223582325091817,0.20699342934243803,-0.015242393908480145,-0.013020202666344072,-0.006090057750866732,-0.0012911158321260727,1.0,1.0,False,False
B,lq_emp_21,"Mining, Quarrying, Oil & Gas LQ",A,1026,29,0.6518933245478131,0.6441439056150063,-0.007749418932806784,-0.015535693336108825,-0.009350690784853356,-0.002601022842553218,0.5,0.5846774193548387,False,False
C,unemployment_rate_latest,unemployment rate (level),B,3143,40,0.5777705331331318,0.5599157275513589,-0.01785480558177288,-0.017320888571414672,-0.010103341668575362,-0.006755414036472774,1.0,1.0,False,False
C,unemployment_velocity,unemployment velocity,B,3143,40,0.5405590364570916,0.5207491406472473,-0.01980989580984427,-0.017991645488301344,-0.01184547262626037,-0.007100878237276657,0.98,1.0,False,False
B,lq_emp_22,Utilities LQ,A,1415,29,0.09009199833179371,0.07172316760645547,-0.018368830725338237,-0.020242774702830313,-0.005076413510506066,0.0014594550029542782,0.96,1.0,False,False
C,gdp_velocity_pct,GDP velocity (normalized),B,3080,40,0.17317141916419265,0.1499550664435476,-0.02321635272064504,-0.021432103147364656,-0.020745617649547316,-0.012618687204845231,0.82,0.8873134328358209,False,False
B,lq_emp_21,"Mining, Quarrying, Oil & Gas LQ",F,1026,20,0.42209093413916876,0.6441439056150063,0.22205297147583758,-0.023698311707621378,-0.044044681531492165,-0.03601667510652827,0.02,0.03580246913580247,True,False
